Time_ns,V,I,Wfm4
0.0000,0.18772628,0.14058100,0.29011615
50.0000,0.18806628,0.12058100,0.29011615
100.0000,0.18908628,0.06058100,0.29011615
150.0000,0.18806628,0.12058100,0.29011615
200.0000,0.18840628,0.10058100,0.29011615
250.0000,0.18840628,0.10058100,0.29011615
300.0000,0.18806628,0.12058100,0.29011615
350.0000,0.18806628,0.12058100,0.29011615
400.0000,0.18806628,0.12058100,0.29011615
450.0000,0.18806628,0.12058100,0.29011615
500.0000,0.18840628,0.10058100,0.29011615
550.0000,0.18772628,0.14058100,0.29011615
600.0000,0.18772628,0.14058100,0.29011615
650.0000,0.18806628,0.12058100,0.29011615
700.0000,0.18874628,0.08058100,0.29011615
750.0000,0.18772628,0.14058100,0.29011615
800.0000,0.18772628,0.14058100,0.29011615
850.0000,0.18874628,0.08058100,0.29011615
900.0000,0.18874628,0.08058100,0.29011615
950.0000,0.18874628,0.08058100,0.29011615
1000.0000,0.18874628,0.08058100,0.29011615
1050.0000,0.18806628,0.12058100,0.29011615
1100.0000,0.18806628,0.12058100,0.29011615
1150.0000,0.18806628,0.12058100,0.29011615
1200.0000,0.18806628,0.12058100,0.29011615
1250.0000,0.18738628,0.16058100,0.29011615
1300.0000,0.18840628,0.10058100,0.29011615
1350.0000,0.18840628,0.10058100,0.29011615
1400.0000,0.18806628,0.12058100,0.29011615
1450.0000,0.18806628,0.12058100,0.29011615
1500.0000,0.18772628,0.14058100,0.29011615
1550.0000,0.18840628,0.10058100,0.29011615
1600.0000,0.18772628,0.14058100,0.29011615
1650.0000,0.18806628,0.12058100,0.29011615
1700.0000,0.18806628,0.12058100,0.29011615
1750.0000,0.18806628,0.12058100,0.29011615
1800.0000,0.18806628,0.12058100,0.29011615
1850.0000,0.18806628,0.12058100,0.29011615
1900.0000,0.18874628,0.08058100,0.29011615
1950.0000,0.18806628,0.12058100,0.29011615
2000.0000,0.18840628,0.10058100,0.29011615
2050.0000,0.18840628,0.10058100,0.29011615
2100.0000,0.18772628,0.14058100,0.29011615
2150.0000,0.18806628,0.12058100,0.29011615
2200.0000,0.18840628,0.10058100,0.29011615
2250.0000,0.18772628,0.14058100,0.29011615
2300.0000,0.18772628,0.14058100,0.29011615
2350.0000,0.18772628,0.14058100,0.29011615
2400.0000,0.18806628,0.12058100,0.29011615
2450.0000,0.18806628,0.12058100,0.29011615
2500.0000,0.18806628,0.12058100,0.29011615
2550.0000,0.18772628,0.14058100,0.29011615
2600.0000,0.18806628,0.12058100,0.29011615
2650.0000,0.18806628,0.12058100,0.29011615
2700.0000,0.18806628,0.12058100,0.29011615
2750.0000,0.18806628,0.12058100,0.29011615
2800.0000,0.18772628,0.14058100,0.29011615
2850.0000,0.18840628,0.10058100,0.29011615
2900.0000,0.18806628,0.12058100,0.29011615
2950.0000,0.18806628,0.12058100,0.29011615
3000.0000,0.18840628,0.10058100,0.29011615
3050.0000,0.18806628,0.12058100,0.29011615
3100.0000,0.18874628,0.08058100,0.29011615
3150.0000,0.18772628,0.14058100,0.29011615
3200.0000,0.18806628,0.12058100,0.29011615
3250.0000,0.18738628,0.16058100,0.29011615
3300.0000,0.18806628,0.12058100,0.29011615
3350.0000,0.18874628,0.08058100,0.29011615
3400.0000,0.18806628,0.12058100,0.29011615
3450.0000,0.18806628,0.12058100,0.29011615
3500.0000,0.18772628,0.14058100,0.29011615
3550.0000,0.18806628,0.12058100,0.29011615
3600.0000,0.18806628,0.12058100,0.29011615
3650.0000,0.18772628,0.14058100,0.29011615
3700.0000,0.18840628,0.10058100,0.29011615
3750.0000,0.18840628,0.10058100,0.29011615
3800.0000,0.18840628,0.10058100,0.29011615
3850.0000,0.18772628,0.14058100,0.29011615
3900.0000,0.18772628,0.14058100,0.29011615
3950.0000,0.18840628,0.10058100,0.29011615
4000.0000,0.18806628,0.12058100,0.29011615
4050.0000,0.18806628,0.12058100,0.29011615
4100.0000,0.18840628,0.10058100,0.29011615
4150.0000,0.18840628,0.10058100,0.29011615
4200.0000,0.18806628,0.12058100,0.29011615
4250.0000,0.18772628,0.14058100,0.29011615
4300.0000,0.18840628,0.10058100,0.29011615
4350.0000,0.18772628,0.14058100,0.29011615
4400.0000,0.18806628,0.12058100,0.29011615
4450.0000,0.18772628,0.14058100,0.29011615
4500.0000,0.18772628,0.14058100,0.29011615
4550.0000,0.18806628,0.12058100,0.29011615
4600.0000,0.18806628,0.12058100,0.29011615
4650.0000,0.18874628,0.08058100,0.29011615
4700.0000,0.18806628,0.12058100,0.29011615
4750.0000,0.18840628,0.10058100,0.29011615
4800.0000,0.18806628,0.12058100,0.29011615
4850.0000,0.18806628,0.12058100,0.29011615
4900.0000,0.18772628,0.14058100,0.29011615
4950.0000,0.18840628,0.10058100,0.29011615
5000.0000,0.18772628,0.14058100,0.29011615
5050.0000,0.18874628,0.08058100,0.29011615
5100.0000,0.18806628,0.12058100,0.29011615
5150.0000,0.18806628,0.12058100,0.29011615
5200.0000,0.18772628,0.14058100,0.29011615
5250.0000,0.18806628,0.12058100,0.29011615
5300.0000,0.18840628,0.10058100,0.29011615
5350.0000,0.18806628,0.12058100,0.29011615
5400.0000,0.18840628,0.10058100,0.29011615
5450.0000,0.18840628,0.10058100,0.29011615
5500.0000,0.18806628,0.12058100,0.29011615
5550.0000,0.18806628,0.12058100,0.29011615
5600.0000,0.18806628,0.12058100,0.29011615
5650.0000,0.18874628,0.08058100,0.29011615
5700.0000,0.18874628,0.08058100,0.29011615
5750.0000,0.18806628,0.12058100,0.29011615
5800.0000,0.18874628,0.08058100,0.29011615
5850.0000,0.18806628,0.12058100,0.29011615
5900.0000,0.18806628,0.12058100,0.29011615
5950.0000,0.18806628,0.12058100,0.29011615
6000.0000,0.18772628,0.14058100,0.29011615
6050.0000,0.18840628,0.10058100,0.29011615
6100.0000,0.18806628,0.12058100,0.29011615
6150.0000,0.18840628,0.10058100,0.29011615
6200.0000,0.18806628,0.12058100,0.29011615
6250.0000,0.18806628,0.12058100,0.29011615
6300.0000,0.18874628,0.08058100,0.29011615
6350.0000,0.18806628,0.12058100,0.29011615
6400.0000,0.18840628,0.10058100,0.29011615
6450.0000,0.18806628,0.12058100,0.29011615
6500.0000,0.18772628,0.14058100,0.29011615
6550.0000,0.18840628,0.10058100,0.29011615
6600.0000,0.18840628,0.10058100,0.29011615
6650.0000,0.18772628,0.14058100,0.29011615
6700.0000,0.18840628,0.10058100,0.29011615
6750.0000,0.18806628,0.12058100,0.29011615
6800.0000,0.18806628,0.12058100,0.29011615
6850.0000,0.18806628,0.12058100,0.29011615
6900.0000,0.18840628,0.10058100,0.29011615
6950.0000,0.18806628,0.12058100,0.29011615
7000.0000,0.18738628,0.16058100,0.29011615
7050.0000,0.18806628,0.12058100,0.29011615
7100.0000,0.18806628,0.12058100,0.29011615
7150.0000,0.18772628,0.14058100,0.29011615
7200.0000,0.18772628,0.14058100,0.29011615
7250.0000,0.18840628,0.10058100,0.29011615
7300.0000,0.18806628,0.12058100,0.29011615
7350.0000,0.18806628,0.12058100,0.29011615
7400.0000,0.18806628,0.12058100,0.29011615
7450.0000,0.18772628,0.14058100,0.29011615
7500.0000,0.18806628,0.12058100,0.29011615
7550.0000,0.18806628,0.12058100,0.29011615
7600.0000,0.18806628,0.12058100,0.29011615
7650.0000,0.18806628,0.12058100,0.29011615
7700.0000,0.18840628,0.10058100,0.29011615
7750.0000,0.18738628,0.16058100,0.29011615
7800.0000,0.39040628,0.10058100,0.49211615
7850.0000,0.18772628,0.14058100,0.29011615
7900.0000,0.59240628,0.10058100,0.69411615
7950.0000,0.59172628,0.14058100,0.69411615
8000.0000,1.60240628,0.10058100,1.70411615
8050.0000,1.80406628,0.12058100,1.90611615
8100.0000,2.61206628,0.12058100,2.71411615
8150.0000,3.82406628,0.12058100,3.92611615
8200.0000,5.23806628,0.12058100,5.34011615
8250.0000,6.65206628,0.12058100,6.75411615
8300.0000,7.66172628,0.14058100,7.76411615
8350.0000,9.27806628,0.12058100,9.38011615
8400.0000,10.89440628,0.10058100,10.99611615
8450.0000,12.71240628,0.10058100,12.81411615
8500.0000,15.13606628,0.12058100,15.23811615
8550.0000,16.95372628,0.14058100,17.05611615
8600.0000,19.37806628,0.12058100,19.48011615
8650.0000,21.19606628,0.12058100,21.29811615
8700.0000,23.82240628,0.10058100,23.92411615
8750.0000,24.22606628,0.12058100,24.32811615
8800.0000,24.22538628,0.16058100,24.32811615
8850.0000,24.22538628,0.16058100,24.32811615
8900.0000,24.42772628,0.14058100,24.53011615
8950.0000,24.22538628,0.16058100,24.32811615
9000.0000,24.42704628,0.18058100,24.53011615
9050.0000,24.02338628,0.16058100,24.12611615
9100.0000,24.42806628,0.12058100,24.53011615
9150.0000,24.22538628,0.16058100,24.32811615
9200.0000,24.02304628,0.18058100,24.12611615
9250.0000,24.42670628,0.20058100,24.53011615
9300.0000,24.02270628,0.20058100,24.12611615
9350.0000,24.42670628,0.20058100,24.53011615
9400.0000,24.42636628,0.22058100,24.53011615
9450.0000,24.22470628,0.20058100,24.32811615
9500.0000,24.42636628,0.22058100,24.53011615
9550.0000,24.42670628,0.20058100,24.53011615
9600.0000,24.42670628,0.20058100,24.53011615
9650.0000,24.42636628,0.22058100,24.53011615
9700.0000,24.42602628,0.24058100,24.53011615
9750.0000,24.42602628,0.24058100,24.53011615
9800.0000,24.62836628,0.22058100,24.73211615
9850.0000,24.42568628,0.26058100,24.53011615
9900.0000,24.42534628,0.28058100,24.53011615
9950.0000,24.42568628,0.26058100,24.53011615
10000.0000,24.42602628,0.24058100,24.53011615
10050.0000,24.42568628,0.26058100,24.53011615
10100.0000,24.42534628,0.28058100,24.53011615
10150.0000,24.42568628,0.26058100,24.53011615
10200.0000,24.42500628,0.30058100,24.53011615
10250.0000,24.42534628,0.28058100,24.53011615
10300.0000,24.42500628,0.30058100,24.53011615
10350.0000,24.22266628,0.32058100,24.32811615
10400.0000,24.62666628,0.32058100,24.73211615
10450.0000,24.62700628,0.30058100,24.73211615
10500.0000,24.42534628,0.28058100,24.53011615
10550.0000,24.62700628,0.30058100,24.73211615
10600.0000,24.62666628,0.32058100,24.73211615
10650.0000,24.62632628,0.34058100,24.73211615
10700.0000,24.42432628,0.34058100,24.53011615
10750.0000,24.22232628,0.34058100,24.32811615
10800.0000,24.42398628,0.36058100,24.53011615
10850.0000,24.62666628,0.32058100,24.73211615
10900.0000,24.42398628,0.36058100,24.53011615
10950.0000,24.42398628,0.36058100,24.53011615
11000.0000,24.42398628,0.36058100,24.53011615
11050.0000,24.42432628,0.34058100,24.53011615
11100.0000,24.42466628,0.32058100,24.53011615
11150.0000,24.62564628,0.38058100,24.73211615
11200.0000,24.62632628,0.34058100,24.73211615
11250.0000,24.42330628,0.40058100,24.53011615
11300.0000,24.62564628,0.38058100,24.73211615
11350.0000,24.42364628,0.38058100,24.53011615
11400.0000,24.62564628,0.38058100,24.73211615
11450.0000,24.62564628,0.38058100,24.73211615
11500.0000,24.82730628,0.40058100,24.93411615
11550.0000,24.62530628,0.40058100,24.73211615
11600.0000,24.62598628,0.36058100,24.73211615
11650.0000,24.62564628,0.38058100,24.73211615
11700.0000,24.42330628,0.40058100,24.53011615
11750.0000,24.62496628,0.42058100,24.73211615
11800.0000,24.42330628,0.40058100,24.53011615
11850.0000,24.42296628,0.42058100,24.53011615
11900.0000,24.62462628,0.44058100,24.73211615
11950.0000,24.42296628,0.42058100,24.53011615
12000.0000,24.42296628,0.42058100,24.53011615
12050.0000,24.82662628,0.44058100,24.93411615
12100.0000,24.62496628,0.42058100,24.73211615
12150.0000,24.42262628,0.44058100,24.53011615
12200.0000,24.62496628,0.42058100,24.73211615
12250.0000,24.62462628,0.44058100,24.73211615
12300.0000,24.82628628,0.46058100,24.93411615
12350.0000,24.82628628,0.46058100,24.93411615
12400.0000,24.82594628,0.48058100,24.93411615
12450.0000,24.62428628,0.46058100,24.73211615
12500.0000,24.62530628,0.40058100,24.73211615
12550.0000,24.62462628,0.44058100,24.73211615
12600.0000,25.02828628,0.46058100,25.13611615
12650.0000,24.82662628,0.44058100,24.93411615
12700.0000,24.62360628,0.50058100,24.73211615
12750.0000,24.62394628,0.48058100,24.73211615
12800.0000,25.02862628,0.44058100,25.13611615
12850.0000,24.82594628,0.48058100,24.93411615
12900.0000,24.62462628,0.44058100,24.73211615
12950.0000,24.62394628,0.48058100,24.73211615
13000.0000,24.82594628,0.48058100,24.93411615
13050.0000,24.82594628,0.48058100,24.93411615
13100.0000,24.62360628,0.50058100,24.73211615
13150.0000,25.02760628,0.50058100,25.13611615
13200.0000,24.82628628,0.46058100,24.93411615
13250.0000,24.82560628,0.50058100,24.93411615
13300.0000,24.82594628,0.48058100,24.93411615
13350.0000,25.02726628,0.52058100,25.13611615
13400.0000,24.82560628,0.50058100,24.93411615
13450.0000,24.62394628,0.48058100,24.73211615
13500.0000,24.62360628,0.50058100,24.73211615
13550.0000,24.82526628,0.52058100,24.93411615
13600.0000,25.02726628,0.52058100,25.13611615
13650.0000,24.82526628,0.52058100,24.93411615
13700.0000,24.82594628,0.48058100,24.93411615
13750.0000,24.62394628,0.48058100,24.73211615
13800.0000,24.82492628,0.54058100,24.93411615
13850.0000,25.02726628,0.52058100,25.13611615
13900.0000,25.02726628,0.52058100,25.13611615
13950.0000,25.02726628,0.52058100,25.13611615
14000.0000,24.82526628,0.52058100,24.93411615
14050.0000,25.02658628,0.56058100,25.13611615
14100.0000,24.82492628,0.54058100,24.93411615
14150.0000,24.62292628,0.54058100,24.73211615
14200.0000,24.82560628,0.50058100,24.93411615
14250.0000,25.02692628,0.54058100,25.13611615
14300.0000,24.82492628,0.54058100,24.93411615
14350.0000,24.82560628,0.50058100,24.93411615
14400.0000,25.02726628,0.52058100,25.13611615
14450.0000,24.82492628,0.54058100,24.93411615
14500.0000,24.62292628,0.54058100,24.73211615
14550.0000,25.02658628,0.56058100,25.13611615
14600.0000,24.82458628,0.56058100,24.93411615
14650.0000,24.82492628,0.54058100,24.93411615
14700.0000,25.22858628,0.56058100,25.33811615
14750.0000,25.02658628,0.56058100,25.13611615
14800.0000,24.82492628,0.54058100,24.93411615
14850.0000,25.02692628,0.54058100,25.13611615
14900.0000,25.22892628,0.54058100,25.33811615
14950.0000,24.62258628,0.56058100,24.73211615
15000.0000,25.02624628,0.58058100,25.13611615
15050.0000,24.62224628,0.58058100,24.73211615
15100.0000,24.62190628,0.60058100,24.73211615
15150.0000,25.02624628,0.58058100,25.13611615
15200.0000,25.22824628,0.58058100,25.33811615
15250.0000,25.02624628,0.58058100,25.13611615
15300.0000,25.02658628,0.56058100,25.13611615
15350.0000,25.22858628,0.56058100,25.33811615
15400.0000,24.82458628,0.56058100,24.93411615
15450.0000,25.02590628,0.60058100,25.13611615
15500.0000,25.02658628,0.56058100,25.13611615
15550.0000,24.82424628,0.58058100,24.93411615
15600.0000,25.02624628,0.58058100,25.13611615
15650.0000,25.02624628,0.58058100,25.13611615
15700.0000,25.02624628,0.58058100,25.13611615
15750.0000,25.22858628,0.56058100,25.33811615
15800.0000,25.02624628,0.58058100,25.13611615
15850.0000,25.02624628,0.58058100,25.13611615
15900.0000,24.82424628,0.58058100,24.93411615
15950.0000,24.82424628,0.58058100,24.93411615
16000.0000,24.82424628,0.58058100,24.93411615
16050.0000,24.62224628,0.58058100,24.73211615
16100.0000,24.82424628,0.58058100,24.93411615
16150.0000,25.22790628,0.60058100,25.33811615
16200.0000,24.82424628,0.58058100,24.93411615
16250.0000,24.82424628,0.58058100,24.93411615
16300.0000,24.82458628,0.56058100,24.93411615
16350.0000,25.22858628,0.56058100,25.33811615
16400.0000,25.02590628,0.60058100,25.13611615
16450.0000,24.82390628,0.60058100,24.93411615
16500.0000,25.02590628,0.60058100,25.13611615
16550.0000,25.22824628,0.58058100,25.33811615
16600.0000,24.82390628,0.60058100,24.93411615
16650.0000,25.02624628,0.58058100,25.13611615
16700.0000,25.02590628,0.60058100,25.13611615
16750.0000,24.82390628,0.60058100,24.93411615
16800.0000,24.82390628,0.60058100,24.93411615
16850.0000,25.02590628,0.60058100,25.13611615
16900.0000,25.02624628,0.58058100,25.13611615
16950.0000,25.02624628,0.58058100,25.13611615
17000.0000,25.02590628,0.60058100,25.13611615
17050.0000,25.02624628,0.58058100,25.13611615
17100.0000,25.22824628,0.58058100,25.33811615
17150.0000,25.02624628,0.58058100,25.13611615
17200.0000,25.02624628,0.58058100,25.13611615
17250.0000,25.02590628,0.60058100,25.13611615
17300.0000,25.22790628,0.60058100,25.33811615
17350.0000,25.02590628,0.60058100,25.13611615
17400.0000,25.22824628,0.58058100,25.33811615
17450.0000,25.02624628,0.58058100,25.13611615
17500.0000,25.22756628,0.62058100,25.33811615
17550.0000,24.62190628,0.60058100,24.73211615
17600.0000,25.02624628,0.58058100,25.13611615
17650.0000,25.02590628,0.60058100,25.13611615
17700.0000,25.02556628,0.62058100,25.13611615
17750.0000,24.82390628,0.60058100,24.93411615
17800.0000,25.02590628,0.60058100,25.13611615
17850.0000,25.22790628,0.60058100,25.33811615
17900.0000,24.82424628,0.58058100,24.93411615
17950.0000,24.82356628,0.62058100,24.93411615
18000.0000,25.22790628,0.60058100,25.33811615
18050.0000,24.82390628,0.60058100,24.93411615
18100.0000,25.02624628,0.58058100,25.13611615
18150.0000,25.02624628,0.58058100,25.13611615
18200.0000,25.02590628,0.60058100,25.13611615
18250.0000,25.02590628,0.60058100,25.13611615
18300.0000,25.02590628,0.60058100,25.13611615
18350.0000,24.62190628,0.60058100,24.73211615
18400.0000,24.82424628,0.58058100,24.93411615
18450.0000,24.82390628,0.60058100,24.93411615
18500.0000,25.02624628,0.58058100,25.13611615
18550.0000,24.82424628,0.58058100,24.93411615
18600.0000,25.02556628,0.62058100,25.13611615
18650.0000,25.02624628,0.58058100,25.13611615
18700.0000,25.02590628,0.60058100,25.13611615
18750.0000,25.22756628,0.62058100,25.33811615
18800.0000,25.02624628,0.58058100,25.13611615
18850.0000,25.02624628,0.58058100,25.13611615
18900.0000,25.02590628,0.60058100,25.13611615
18950.0000,25.02658628,0.56058100,25.13611615
19000.0000,25.02590628,0.60058100,25.13611615
19050.0000,25.02590628,0.60058100,25.13611615
19100.0000,25.02624628,0.58058100,25.13611615
19150.0000,25.02624628,0.58058100,25.13611615
19200.0000,25.02624628,0.58058100,25.13611615
19250.0000,25.02624628,0.58058100,25.13611615
19300.0000,25.02624628,0.58058100,25.13611615
19350.0000,25.02590628,0.60058100,25.13611615
19400.0000,25.43058628,0.56058100,25.54011615
19450.0000,25.02624628,0.58058100,25.13611615
19500.0000,25.02624628,0.58058100,25.13611615
19550.0000,25.22790628,0.60058100,25.33811615
19600.0000,24.82458628,0.56058100,24.93411615
19650.0000,24.82356628,0.62058100,24.93411615
19700.0000,25.22756628,0.62058100,25.33811615
19750.0000,25.02624628,0.58058100,25.13611615
19800.0000,24.82424628,0.58058100,24.93411615
19850.0000,24.82424628,0.58058100,24.93411615
19900.0000,24.82424628,0.58058100,24.93411615
19950.0000,25.02624628,0.58058100,25.13611615
20000.0000,24.62258628,0.56058100,24.73211615
20050.0000,25.22824628,0.58058100,25.33811615
20100.0000,25.02624628,0.58058100,25.13611615
20150.0000,24.82424628,0.58058100,24.93411615
20200.0000,25.02658628,0.56058100,25.13611615
20250.0000,24.82458628,0.56058100,24.93411615
20300.0000,24.82424628,0.58058100,24.93411615
20350.0000,25.02590628,0.60058100,25.13611615
20400.0000,25.02624628,0.58058100,25.13611615
20450.0000,25.22790628,0.60058100,25.33811615
20500.0000,24.82424628,0.58058100,24.93411615
20550.0000,24.82458628,0.56058100,24.93411615
20600.0000,25.02624628,0.58058100,25.13611615
20650.0000,24.82424628,0.58058100,24.93411615
20700.0000,24.82424628,0.58058100,24.93411615
20750.0000,25.22824628,0.58058100,25.33811615
20800.0000,25.02624628,0.58058100,25.13611615
20850.0000,25.22824628,0.58058100,25.33811615
20900.0000,25.02658628,0.56058100,25.13611615
20950.0000,24.82458628,0.56058100,24.93411615
21000.0000,25.02624628,0.58058100,25.13611615
21050.0000,25.22824628,0.58058100,25.33811615
21100.0000,25.02624628,0.58058100,25.13611615
21150.0000,25.02658628,0.56058100,25.13611615
21200.0000,25.02658628,0.56058100,25.13611615
21250.0000,24.62224628,0.58058100,24.73211615
21300.0000,24.82492628,0.54058100,24.93411615
21350.0000,25.02624628,0.58058100,25.13611615
21400.0000,24.82492628,0.54058100,24.93411615
21450.0000,25.02658628,0.56058100,25.13611615
21500.0000,24.82492628,0.54058100,24.93411615
21550.0000,24.82458628,0.56058100,24.93411615
21600.0000,25.22926628,0.52058100,25.33811615
21650.0000,25.02658628,0.56058100,25.13611615
21700.0000,25.22892628,0.54058100,25.33811615
21750.0000,24.82458628,0.56058100,24.93411615
21800.0000,25.02692628,0.54058100,25.13611615
21850.0000,24.82458628,0.56058100,24.93411615
21900.0000,25.22926628,0.52058100,25.33811615
21950.0000,24.82424628,0.58058100,24.93411615
22000.0000,25.02760628,0.50058100,25.13611615
22050.0000,24.82492628,0.54058100,24.93411615
22100.0000,25.02692628,0.54058100,25.13611615
22150.0000,24.82492628,0.54058100,24.93411615
22200.0000,25.02692628,0.54058100,25.13611615
22250.0000,24.82492628,0.54058100,24.93411615
22300.0000,24.82560628,0.50058100,24.93411615
22350.0000,24.82526628,0.52058100,24.93411615
22400.0000,25.02692628,0.54058100,25.13611615
22450.0000,25.02726628,0.52058100,25.13611615
22500.0000,25.22960628,0.50058100,25.33811615
22550.0000,25.02658628,0.56058100,25.13611615
22600.0000,25.02760628,0.50058100,25.13611615
22650.0000,25.02692628,0.54058100,25.13611615
22700.0000,24.82560628,0.50058100,24.93411615
22750.0000,24.82526628,0.52058100,24.93411615
22800.0000,24.82526628,0.52058100,24.93411615
22850.0000,25.02692628,0.54058100,25.13611615
22900.0000,25.02760628,0.50058100,25.13611615
22950.0000,25.02760628,0.50058100,25.13611615
23000.0000,24.82526628,0.52058100,24.93411615
23050.0000,24.82560628,0.50058100,24.93411615
23100.0000,24.82492628,0.54058100,24.93411615
23150.0000,24.82560628,0.50058100,24.93411615
23200.0000,24.82526628,0.52058100,24.93411615
23250.0000,25.02828628,0.46058100,25.13611615
23300.0000,25.02760628,0.50058100,25.13611615
23350.0000,24.82560628,0.50058100,24.93411615
23400.0000,24.82560628,0.50058100,24.93411615
23450.0000,24.62360628,0.50058100,24.73211615
23500.0000,24.82594628,0.48058100,24.93411615
23550.0000,25.22994628,0.48058100,25.33811615
23600.0000,24.62394628,0.48058100,24.73211615
23650.0000,25.02760628,0.50058100,25.13611615
23700.0000,25.02726628,0.52058100,25.13611615
23750.0000,24.82560628,0.50058100,24.93411615
23800.0000,25.02794628,0.48058100,25.13611615
23850.0000,24.82628628,0.46058100,24.93411615
23900.0000,25.02726628,0.52058100,25.13611615
23950.0000,25.02794628,0.48058100,25.13611615
24000.0000,24.82628628,0.46058100,24.93411615
24050.0000,25.02760628,0.50058100,25.13611615
24100.0000,25.02794628,0.48058100,25.13611615
24150.0000,24.82526628,0.52058100,24.93411615
24200.0000,25.02794628,0.48058100,25.13611615
24250.0000,24.82594628,0.48058100,24.93411615
24300.0000,25.02862628,0.44058100,25.13611615
24350.0000,24.82628628,0.46058100,24.93411615
24400.0000,24.62394628,0.48058100,24.73211615
24450.0000,24.62360628,0.50058100,24.73211615
24500.0000,24.82662628,0.44058100,24.93411615
24550.0000,24.62428628,0.46058100,24.73211615
24600.0000,25.02828628,0.46058100,25.13611615
24650.0000,24.82594628,0.48058100,24.93411615
24700.0000,24.62462628,0.44058100,24.73211615
24750.0000,24.62428628,0.46058100,24.73211615
24800.0000,25.02828628,0.46058100,25.13611615
24850.0000,24.82662628,0.44058100,24.93411615
24900.0000,24.62462628,0.44058100,24.73211615
24950.0000,24.82696628,0.42058100,24.93411615
25000.0000,24.82662628,0.44058100,24.93411615
25050.0000,24.82662628,0.44058100,24.93411615
25100.0000,24.62462628,0.44058100,24.73211615
25150.0000,24.82662628,0.44058100,24.93411615
25200.0000,24.62462628,0.44058100,24.73211615
