Time_ns,V,I,Wfm4
25250.0000,24.62394628,0.48058100,24.73211615
25300.0000,24.82662628,0.44058100,24.93411615
25350.0000,24.82696628,0.42058100,24.93411615
25400.0000,24.62462628,0.44058100,24.73211615
25450.0000,24.82730628,0.40058100,24.93411615
25500.0000,24.82662628,0.44058100,24.93411615
25550.0000,24.62462628,0.44058100,24.73211615
25600.0000,24.82628628,0.46058100,24.93411615
25650.0000,24.62462628,0.44058100,24.73211615
25700.0000,24.82662628,0.44058100,24.93411615
25750.0000,24.82662628,0.44058100,24.93411615
25800.0000,24.82662628,0.44058100,24.93411615
25850.0000,24.82696628,0.42058100,24.93411615
25900.0000,24.62530628,0.40058100,24.73211615
25950.0000,24.62496628,0.42058100,24.73211615
26000.0000,24.62496628,0.42058100,24.73211615
26050.0000,24.62598628,0.36058100,24.73211615
26100.0000,24.82730628,0.40058100,24.93411615
26150.0000,24.82730628,0.40058100,24.93411615
26200.0000,25.02930628,0.40058100,25.13611615
26250.0000,24.42330628,0.40058100,24.53011615
26300.0000,24.62530628,0.40058100,24.73211615
26350.0000,24.62496628,0.42058100,24.73211615
26400.0000,24.62564628,0.38058100,24.73211615
26450.0000,24.62530628,0.40058100,24.73211615
26500.0000,24.82730628,0.40058100,24.93411615
26550.0000,25.02930628,0.40058100,25.13611615
26600.0000,24.82730628,0.40058100,24.93411615
26650.0000,24.62530628,0.40058100,24.73211615
26700.0000,24.62530628,0.40058100,24.73211615
26750.0000,24.62496628,0.42058100,24.73211615
26800.0000,24.62598628,0.36058100,24.73211615
26850.0000,24.82730628,0.40058100,24.93411615
26900.0000,24.82798628,0.36058100,24.93411615
26950.0000,24.82730628,0.40058100,24.93411615
27000.0000,24.62564628,0.38058100,24.73211615
27050.0000,24.62564628,0.38058100,24.73211615
27100.0000,24.82764628,0.38058100,24.93411615
27150.0000,24.82730628,0.40058100,24.93411615
27200.0000,24.62598628,0.36058100,24.73211615
27250.0000,24.62564628,0.38058100,24.73211615
27300.0000,24.82798628,0.36058100,24.93411615
27350.0000,24.62564628,0.38058100,24.73211615
27400.0000,24.62530628,0.40058100,24.73211615
27450.0000,24.62666628,0.32058100,24.73211615
27500.0000,24.62598628,0.36058100,24.73211615
27550.0000,24.62598628,0.36058100,24.73211615
27600.0000,24.62598628,0.36058100,24.73211615
27650.0000,24.82798628,0.36058100,24.93411615
27700.0000,24.62564628,0.38058100,24.73211615
27750.0000,24.62598628,0.36058100,24.73211615
27800.0000,24.82798628,0.36058100,24.93411615
27850.0000,24.62632628,0.34058100,24.73211615
27900.0000,24.62632628,0.34058100,24.73211615
27950.0000,24.82798628,0.36058100,24.93411615
28000.0000,24.62666628,0.32058100,24.73211615
28050.0000,24.62598628,0.36058100,24.73211615
28100.0000,24.62666628,0.32058100,24.73211615
28150.0000,24.42398628,0.36058100,24.53011615
28200.0000,24.62666628,0.32058100,24.73211615
28250.0000,24.42466628,0.32058100,24.53011615
28300.0000,24.82900628,0.30058100,24.93411615
28350.0000,24.42398628,0.36058100,24.53011615
28400.0000,24.62632628,0.34058100,24.73211615
28450.0000,24.62666628,0.32058100,24.73211615
28500.0000,24.62666628,0.32058100,24.73211615
28550.0000,24.62632628,0.34058100,24.73211615
28600.0000,24.42432628,0.34058100,24.53011615
28650.0000,24.42466628,0.32058100,24.53011615
28700.0000,24.62700628,0.30058100,24.73211615
28750.0000,24.42466628,0.32058100,24.53011615
28800.0000,24.42500628,0.30058100,24.53011615
28850.0000,24.42466628,0.32058100,24.53011615
28900.0000,24.62700628,0.30058100,24.73211615
28950.0000,24.42500628,0.30058100,24.53011615
29000.0000,24.22300628,0.30058100,24.32811615
29050.0000,24.62700628,0.30058100,24.73211615
29100.0000,24.42500628,0.30058100,24.53011615
29150.0000,24.62700628,0.30058100,24.73211615
29200.0000,24.62700628,0.30058100,24.73211615
29250.0000,24.42432628,0.34058100,24.53011615
29300.0000,24.62700628,0.30058100,24.73211615
29350.0000,24.62700628,0.30058100,24.73211615
29400.0000,24.42534628,0.28058100,24.53011615
29450.0000,24.42500628,0.30058100,24.53011615
29500.0000,24.62666628,0.32058100,24.73211615
29550.0000,24.42534628,0.28058100,24.53011615
29600.0000,24.42500628,0.30058100,24.53011615
29650.0000,24.62700628,0.30058100,24.73211615
29700.0000,24.62734628,0.28058100,24.73211615
29750.0000,24.62768628,0.26058100,24.73211615
29800.0000,24.62768628,0.26058100,24.73211615
29850.0000,24.83002628,0.24058100,24.93411615
29900.0000,24.62768628,0.26058100,24.73211615
29950.0000,24.42568628,0.26058100,24.53011615
30000.0000,24.62768628,0.26058100,24.73211615
30050.0000,24.62734628,0.28058100,24.73211615
30100.0000,24.62700628,0.30058100,24.73211615
30150.0000,24.42568628,0.26058100,24.53011615
30200.0000,24.42534628,0.28058100,24.53011615
30250.0000,24.42534628,0.28058100,24.53011615
30300.0000,24.62802628,0.24058100,24.73211615
30350.0000,24.42568628,0.26058100,24.53011615
30400.0000,24.42568628,0.26058100,24.53011615
30450.0000,24.42534628,0.28058100,24.53011615
30500.0000,24.22368628,0.26058100,24.32811615
30550.0000,24.22402628,0.24058100,24.32811615
30600.0000,24.42602628,0.24058100,24.53011615
30650.0000,24.62802628,0.24058100,24.73211615
30700.0000,24.62802628,0.24058100,24.73211615
30750.0000,24.62768628,0.26058100,24.73211615
30800.0000,24.22368628,0.26058100,24.32811615
30850.0000,24.42602628,0.24058100,24.53011615
30900.0000,24.42636628,0.22058100,24.53011615
30950.0000,24.62768628,0.26058100,24.73211615
31000.0000,24.62768628,0.26058100,24.73211615
31050.0000,24.42602628,0.24058100,24.53011615
31100.0000,24.22402628,0.24058100,24.32811615
31150.0000,24.62768628,0.26058100,24.73211615
31200.0000,24.62836628,0.22058100,24.73211615
31250.0000,24.42670628,0.20058100,24.53011615
31300.0000,24.42636628,0.22058100,24.53011615
31350.0000,24.02202628,0.24058100,24.12611615
31400.0000,24.42602628,0.24058100,24.53011615
31450.0000,24.42602628,0.24058100,24.53011615
31500.0000,24.42636628,0.22058100,24.53011615
31550.0000,24.42636628,0.22058100,24.53011615
31600.0000,24.42636628,0.22058100,24.53011615
31650.0000,24.42636628,0.22058100,24.53011615
31700.0000,24.22436628,0.22058100,24.32811615
31750.0000,24.22402628,0.24058100,24.32811615
31800.0000,24.22470628,0.20058100,24.32811615
31850.0000,24.42670628,0.20058100,24.53011615
31900.0000,24.42670628,0.20058100,24.53011615
31950.0000,24.42670628,0.20058100,24.53011615
32000.0000,24.42636628,0.22058100,24.53011615
32050.0000,24.02202628,0.24058100,24.12611615
32100.0000,24.22470628,0.20058100,24.32811615
32150.0000,24.42704628,0.18058100,24.53011615
32200.0000,24.62836628,0.22058100,24.73211615
32250.0000,24.22436628,0.22058100,24.32811615
32300.0000,24.42636628,0.22058100,24.53011615
32350.0000,24.42670628,0.20058100,24.53011615
32400.0000,24.42636628,0.22058100,24.53011615
32450.0000,24.22402628,0.24058100,24.32811615
32500.0000,24.22504628,0.18058100,24.32811615
32550.0000,24.22470628,0.20058100,24.32811615
32600.0000,24.42670628,0.20058100,24.53011615
32650.0000,24.42704628,0.18058100,24.53011615
32700.0000,24.62904628,0.18058100,24.73211615
32750.0000,24.02270628,0.20058100,24.12611615
32800.0000,24.22504628,0.18058100,24.32811615
32850.0000,24.62938628,0.16058100,24.73211615
32900.0000,24.62870628,0.20058100,24.73211615
32950.0000,24.62870628,0.20058100,24.73211615
33000.0000,24.22504628,0.18058100,24.32811615
33050.0000,24.02304628,0.18058100,24.12611615
33100.0000,24.22504628,0.18058100,24.32811615
33150.0000,24.02270628,0.20058100,24.12611615
33200.0000,24.22470628,0.20058100,24.32811615
33250.0000,24.22504628,0.18058100,24.32811615
33300.0000,24.42772628,0.14058100,24.53011615
33350.0000,24.22538628,0.16058100,24.32811615
33400.0000,24.42738628,0.16058100,24.53011615
33450.0000,24.22504628,0.18058100,24.32811615
33500.0000,24.42738628,0.16058100,24.53011615
33550.0000,24.42704628,0.18058100,24.53011615
33600.0000,24.22504628,0.18058100,24.32811615
33650.0000,24.42704628,0.18058100,24.53011615
33700.0000,24.42738628,0.16058100,24.53011615
33750.0000,24.22538628,0.16058100,24.32811615
33800.0000,24.22504628,0.18058100,24.32811615
33850.0000,24.42738628,0.16058100,24.53011615
33900.0000,24.42772628,0.14058100,24.53011615
33950.0000,24.42704628,0.18058100,24.53011615
34000.0000,24.42772628,0.14058100,24.53011615
34050.0000,24.42738628,0.16058100,24.53011615
34100.0000,24.22538628,0.16058100,24.32811615
34150.0000,23.82172628,0.14058100,23.92411615
34200.0000,24.62904628,0.18058100,24.73211615
34250.0000,24.42704628,0.18058100,24.53011615
34300.0000,24.22572628,0.14058100,24.32811615
34350.0000,24.02338628,0.16058100,24.12611615
34400.0000,24.42772628,0.14058100,24.53011615
34450.0000,24.42806628,0.12058100,24.53011615
34500.0000,24.22538628,0.16058100,24.32811615
34550.0000,24.22538628,0.16058100,24.32811615
34600.0000,24.02406628,0.12058100,24.12611615
34650.0000,23.82104628,0.18058100,23.92411615
34700.0000,24.22572628,0.14058100,24.32811615
34750.0000,24.02406628,0.12058100,24.12611615
34800.0000,24.22606628,0.12058100,24.32811615
34850.0000,23.82138628,0.16058100,23.92411615
34900.0000,23.82172628,0.14058100,23.92411615
34950.0000,23.61972628,0.14058100,23.72211615
35000.0000,23.21504628,0.18058100,23.31811615
35050.0000,23.01406628,0.12058100,23.11611615
35100.0000,22.60938628,0.16058100,22.71211615
35150.0000,22.40738628,0.16058100,22.51011615
35200.0000,22.20572628,0.14058100,22.30811615
35250.0000,21.39772628,0.14058100,21.50011615
35300.0000,21.39772628,0.14058100,21.50011615
35350.0000,20.79172628,0.14058100,20.89411615
35400.0000,20.59006628,0.12058100,20.69211615
35450.0000,20.58972628,0.14058100,20.69211615
35500.0000,19.78138628,0.16058100,19.88411615
35550.0000,19.98406628,0.12058100,20.08611615
35600.0000,19.57972628,0.14058100,19.68211615
35650.0000,18.97372628,0.14058100,19.07611615
35700.0000,18.97406628,0.12058100,19.07611615
35750.0000,18.77206628,0.12058100,18.87411615
35800.0000,18.36738628,0.16058100,18.47011615
35850.0000,18.16538628,0.16058100,18.26811615
35900.0000,17.96338628,0.16058100,18.06611615
35950.0000,17.55938628,0.16058100,17.66211615
36000.0000,17.55972628,0.14058100,17.66211615
36050.0000,17.15572628,0.14058100,17.25811615
36100.0000,16.75172628,0.14058100,16.85411615
36150.0000,16.95372628,0.14058100,17.05611615
36200.0000,16.75172628,0.14058100,16.85411615
36250.0000,16.55040628,0.10058100,16.65211615
36300.0000,16.34772628,0.14058100,16.45011615
36350.0000,16.14538628,0.16058100,16.24811615
36400.0000,16.14572628,0.14058100,16.24811615
36450.0000,15.94372628,0.14058100,16.04611615
36500.0000,15.54006628,0.12058100,15.64211615
36550.0000,15.53938628,0.16058100,15.64211615
36600.0000,15.54006628,0.12058100,15.64211615
36650.0000,15.53938628,0.16058100,15.64211615
36700.0000,15.33772628,0.14058100,15.44011615
36750.0000,15.13572628,0.14058100,15.23811615
36800.0000,14.93406628,0.12058100,15.03611615
36850.0000,14.93372628,0.14058100,15.03611615
36900.0000,14.73206628,0.12058100,14.83411615
36950.0000,14.52972628,0.14058100,14.63211615
37000.0000,14.32704628,0.18058100,14.43011615
37050.0000,14.52972628,0.14058100,14.63211615
37100.0000,14.32806628,0.12058100,14.43011615
37150.0000,14.12572628,0.14058100,14.22811615
37200.0000,14.12572628,0.14058100,14.22811615
37250.0000,14.12538628,0.16058100,14.22811615
37300.0000,13.72172628,0.14058100,13.82411615
37350.0000,13.92338628,0.16058100,14.02611615
37400.0000,13.72172628,0.14058100,13.82411615
37450.0000,13.72172628,0.14058100,13.82411615
37500.0000,13.92372628,0.14058100,14.02611615
37550.0000,13.72206628,0.12058100,13.82411615
37600.0000,13.72172628,0.14058100,13.82411615
37650.0000,13.31806628,0.12058100,13.42011615
37700.0000,13.31772628,0.14058100,13.42011615
37750.0000,13.11538628,0.16058100,13.21811615
37800.0000,13.31806628,0.12058100,13.42011615
37850.0000,13.11572628,0.14058100,13.21811615
37900.0000,13.31806628,0.12058100,13.42011615
37950.0000,12.91440628,0.10058100,13.01611615
38000.0000,13.11538628,0.16058100,13.21811615
38050.0000,12.91406628,0.12058100,13.01611615
38100.0000,12.91440628,0.10058100,13.01611615
38150.0000,12.91372628,0.14058100,13.01611615
38200.0000,12.91338628,0.16058100,13.01611615
38250.0000,12.71138628,0.16058100,12.81411615
38300.0000,12.91372628,0.14058100,13.01611615
38350.0000,12.71206628,0.12058100,12.81411615
38400.0000,12.71206628,0.12058100,12.81411615
38450.0000,12.71172628,0.14058100,12.81411615
38500.0000,12.71138628,0.16058100,12.81411615
38550.0000,12.51006628,0.12058100,12.61211615
38600.0000,12.71172628,0.14058100,12.81411615
38650.0000,12.50938628,0.16058100,12.61211615
38700.0000,12.50938628,0.16058100,12.61211615
38750.0000,12.71172628,0.14058100,12.81411615
38800.0000,12.71172628,0.14058100,12.81411615
38850.0000,12.71172628,0.14058100,12.81411615
38900.0000,12.50972628,0.14058100,12.61211615
38950.0000,12.30806628,0.12058100,12.41011615
39000.0000,12.50972628,0.14058100,12.61211615
39050.0000,12.50972628,0.14058100,12.61211615
39100.0000,12.30772628,0.14058100,12.41011615
39150.0000,12.30738628,0.16058100,12.41011615
39200.0000,12.30806628,0.12058100,12.41011615
39250.0000,12.30806628,0.12058100,12.41011615
39300.0000,12.30806628,0.12058100,12.41011615
39350.0000,12.30772628,0.14058100,12.41011615
39400.0000,12.10606628,0.12058100,12.20811615
39450.0000,12.30806628,0.12058100,12.41011615
39500.0000,11.90338628,0.16058100,12.00611615
39550.0000,12.50972628,0.14058100,12.61211615
39600.0000,12.10572628,0.14058100,12.20811615
39650.0000,12.30772628,0.14058100,12.41011615
39700.0000,12.10572628,0.14058100,12.20811615
39750.0000,11.90406628,0.12058100,12.00611615
39800.0000,12.10606628,0.12058100,12.20811615
39850.0000,12.10572628,0.14058100,12.20811615
39900.0000,12.10572628,0.14058100,12.20811615
39950.0000,12.10538628,0.16058100,12.20811615
40000.0000,12.10572628,0.14058100,12.20811615
40050.0000,11.90372628,0.14058100,12.00611615
40100.0000,11.90406628,0.12058100,12.00611615
40150.0000,11.90338628,0.16058100,12.00611615
40200.0000,12.10572628,0.14058100,12.20811615
40250.0000,12.10606628,0.12058100,12.20811615
40300.0000,12.10572628,0.14058100,12.20811615
40350.0000,11.70172628,0.14058100,11.80411615
40400.0000,11.90338628,0.16058100,12.00611615
40450.0000,11.90372628,0.14058100,12.00611615
40500.0000,11.90372628,0.14058100,12.00611615
40550.0000,11.90372628,0.14058100,12.00611615
40600.0000,11.90372628,0.14058100,12.00611615
40650.0000,11.70138628,0.16058100,11.80411615
40700.0000,12.10572628,0.14058100,12.20811615
40750.0000,11.70138628,0.16058100,11.80411615
40800.0000,11.70172628,0.14058100,11.80411615
40850.0000,11.70172628,0.14058100,11.80411615
40900.0000,11.70206628,0.12058100,11.80411615
40950.0000,11.90372628,0.14058100,12.00611615
41000.0000,11.70172628,0.14058100,11.80411615
41050.0000,11.70240628,0.10058100,11.80411615
41100.0000,11.70172628,0.14058100,11.80411615
41150.0000,11.70206628,0.12058100,11.80411615
41200.0000,11.49972628,0.14058100,11.60211615
41250.0000,11.29806628,0.12058100,11.40011615
41300.0000,11.49972628,0.14058100,11.60211615
41350.0000,11.49972628,0.14058100,11.60211615
41400.0000,11.49972628,0.14058100,11.60211615
41450.0000,11.50040628,0.10058100,11.60211615
41500.0000,11.50006628,0.12058100,11.60211615
41550.0000,11.50040628,0.10058100,11.60211615
41600.0000,11.49972628,0.14058100,11.60211615
41650.0000,11.70172628,0.14058100,11.80411615
41700.0000,11.49938628,0.16058100,11.60211615
41750.0000,11.50006628,0.12058100,11.60211615
41800.0000,11.70138628,0.16058100,11.80411615
41850.0000,11.49972628,0.14058100,11.60211615
41900.0000,11.49938628,0.16058100,11.60211615
41950.0000,11.29806628,0.12058100,11.40011615
42000.0000,11.50006628,0.12058100,11.60211615
42050.0000,11.70172628,0.14058100,11.80411615
42100.0000,11.29806628,0.12058100,11.40011615
42150.0000,11.29806628,0.12058100,11.40011615
42200.0000,11.50006628,0.12058100,11.60211615
42250.0000,11.49972628,0.14058100,11.60211615
42300.0000,11.29772628,0.14058100,11.40011615
42350.0000,11.29738628,0.16058100,11.40011615
42400.0000,11.50006628,0.12058100,11.60211615
42450.0000,11.49972628,0.14058100,11.60211615
42500.0000,11.29806628,0.12058100,11.40011615
42550.0000,11.29806628,0.12058100,11.40011615
42600.0000,11.29772628,0.14058100,11.40011615
42650.0000,11.09572628,0.14058100,11.19811615
42700.0000,11.29806628,0.12058100,11.40011615
42750.0000,11.29806628,0.12058100,11.40011615
42800.0000,11.29840628,0.10058100,11.40011615
42850.0000,11.09640628,0.10058100,11.19811615
42900.0000,11.29772628,0.14058100,11.40011615
42950.0000,11.29806628,0.12058100,11.40011615
43000.0000,11.29772628,0.14058100,11.40011615
43050.0000,11.29806628,0.12058100,11.40011615
43100.0000,11.09606628,0.12058100,11.19811615
43150.0000,11.29840628,0.10058100,11.40011615
43200.0000,10.89406628,0.12058100,10.99611615
43250.0000,11.29806628,0.12058100,11.40011615
43300.0000,11.09606628,0.12058100,11.19811615
43350.0000,11.29772628,0.14058100,11.40011615
43400.0000,11.09606628,0.12058100,11.19811615
43450.0000,11.09640628,0.10058100,11.19811615
43500.0000,10.89440628,0.10058100,10.99611615
43550.0000,11.09538628,0.16058100,11.19811615
43600.0000,11.09606628,0.12058100,11.19811615
43650.0000,11.09640628,0.10058100,11.19811615
43700.0000,11.29772628,0.14058100,11.40011615
43750.0000,11.29806628,0.12058100,11.40011615
43800.0000,11.09640628,0.10058100,11.19811615
43850.0000,10.89406628,0.12058100,10.99611615
43900.0000,11.09572628,0.14058100,11.19811615
43950.0000,11.09606628,0.12058100,11.19811615
44000.0000,11.09606628,0.12058100,11.19811615
44050.0000,11.09640628,0.10058100,11.19811615
44100.0000,11.09606628,0.12058100,11.19811615
44150.0000,10.89372628,0.14058100,10.99611615
44200.0000,10.89372628,0.14058100,10.99611615
44250.0000,10.89372628,0.14058100,10.99611615
44300.0000,10.69206628,0.12058100,10.79411615
44350.0000,10.69206628,0.12058100,10.79411615
44400.0000,10.89406628,0.12058100,10.99611615
44450.0000,10.89338628,0.16058100,10.99611615
44500.0000,10.89406628,0.12058100,10.99611615
44550.0000,10.89372628,0.14058100,10.99611615
44600.0000,10.89372628,0.14058100,10.99611615
44650.0000,11.09606628,0.12058100,11.19811615
44700.0000,10.89406628,0.12058100,10.99611615
44750.0000,10.89338628,0.16058100,10.99611615
44800.0000,10.89406628,0.12058100,10.99611615
44850.0000,10.69274628,0.08058100,10.79411615
44900.0000,11.09572628,0.14058100,11.19811615
44950.0000,10.69172628,0.14058100,10.79411615
45000.0000,10.89406628,0.12058100,10.99611615
45050.0000,10.89372628,0.14058100,10.99611615
45100.0000,10.89440628,0.10058100,10.99611615
45150.0000,10.49006628,0.12058100,10.59211615
45200.0000,10.49006628,0.12058100,10.59211615
45250.0000,10.48972628,0.14058100,10.59211615
45300.0000,10.89372628,0.14058100,10.99611615
45350.0000,10.49006628,0.12058100,10.59211615
45400.0000,10.48972628,0.14058100,10.59211615
45450.0000,10.89372628,0.14058100,10.99611615
45500.0000,10.69240628,0.10058100,10.79411615
45550.0000,10.89440628,0.10058100,10.99611615
45600.0000,10.49040628,0.10058100,10.59211615
45650.0000,10.89406628,0.12058100,10.99611615
45700.0000,10.69206628,0.12058100,10.79411615
45750.0000,10.48972628,0.14058100,10.59211615
45800.0000,10.69172628,0.14058100,10.79411615
45850.0000,10.49006628,0.12058100,10.59211615
45900.0000,10.69240628,0.10058100,10.79411615
45950.0000,10.49040628,0.10058100,10.59211615
46000.0000,10.69206628,0.12058100,10.79411615
46050.0000,10.49006628,0.12058100,10.59211615
46100.0000,10.49040628,0.10058100,10.59211615
46150.0000,10.89372628,0.14058100,10.99611615
46200.0000,10.49006628,0.12058100,10.59211615
46250.0000,10.49040628,0.10058100,10.59211615
46300.0000,10.69240628,0.10058100,10.79411615
46350.0000,10.48972628,0.14058100,10.59211615
46400.0000,10.89406628,0.12058100,10.99611615
46450.0000,10.48972628,0.14058100,10.59211615
46500.0000,10.49006628,0.12058100,10.59211615
46550.0000,10.69172628,0.14058100,10.79411615
46600.0000,10.49040628,0.10058100,10.59211615
46650.0000,10.48972628,0.14058100,10.59211615
46700.0000,10.28840628,0.10058100,10.39011615
46750.0000,10.28806628,0.12058100,10.39011615
46800.0000,10.69240628,0.10058100,10.79411615
46850.0000,10.49006628,0.12058100,10.59211615
46900.0000,10.49040628,0.10058100,10.59211615
46950.0000,10.49006628,0.12058100,10.59211615
47000.0000,10.48972628,0.14058100,10.59211615
47050.0000,10.48972628,0.14058100,10.59211615
47100.0000,10.48972628,0.14058100,10.59211615
47150.0000,10.69206628,0.12058100,10.79411615
47200.0000,10.28772628,0.14058100,10.39011615
47250.0000,10.69172628,0.14058100,10.79411615
47300.0000,10.49006628,0.12058100,10.59211615
47350.0000,10.48972628,0.14058100,10.59211615
47400.0000,10.28772628,0.14058100,10.39011615
47450.0000,10.08572628,0.14058100,10.18811615
47500.0000,10.28806628,0.12058100,10.39011615
47550.0000,10.28806628,0.12058100,10.39011615
47600.0000,10.08606628,0.12058100,10.18811615
47650.0000,10.28806628,0.12058100,10.39011615
47700.0000,10.08606628,0.12058100,10.18811615
47750.0000,10.28772628,0.14058100,10.39011615
47800.0000,10.49040628,0.10058100,10.59211615
47850.0000,10.08572628,0.14058100,10.18811615
47900.0000,10.08606628,0.12058100,10.18811615
47950.0000,10.28806628,0.12058100,10.39011615
48000.0000,10.08640628,0.10058100,10.18811615
48050.0000,10.28840628,0.10058100,10.39011615
48100.0000,9.88406628,0.12058100,9.98611615
48150.0000,10.08606628,0.12058100,10.18811615
48200.0000,10.28806628,0.12058100,10.39011615
48250.0000,10.08606628,0.12058100,10.18811615
48300.0000,10.08572628,0.14058100,10.18811615
48350.0000,10.28772628,0.14058100,10.39011615
48400.0000,10.08640628,0.10058100,10.18811615
48450.0000,10.08606628,0.12058100,10.18811615
48500.0000,10.08640628,0.10058100,10.18811615
48550.0000,10.08606628,0.12058100,10.18811615
48600.0000,10.28806628,0.12058100,10.39011615
48650.0000,9.68206628,0.12058100,9.78411615
48700.0000,9.88406628,0.12058100,9.98611615
48750.0000,10.08606628,0.12058100,10.18811615
48800.0000,9.88338628,0.16058100,9.98611615
48850.0000,10.08606628,0.12058100,10.18811615
48900.0000,10.08640628,0.10058100,10.18811615
48950.0000,10.08606628,0.12058100,10.18811615
49000.0000,10.08606628,0.12058100,10.18811615
49050.0000,10.28806628,0.12058100,10.39011615
49100.0000,9.88440628,0.10058100,9.98611615
49150.0000,9.88406628,0.12058100,9.98611615
49200.0000,10.08606628,0.12058100,10.18811615
49250.0000,9.88372628,0.14058100,9.98611615
49300.0000,10.08606628,0.12058100,10.18811615
49350.0000,9.88338628,0.16058100,9.98611615
49400.0000,9.88406628,0.12058100,9.98611615
49450.0000,10.08572628,0.14058100,10.18811615
49500.0000,9.88406628,0.12058100,9.98611615
49550.0000,10.08572628,0.14058100,10.18811615
49600.0000,9.88406628,0.12058100,9.98611615
49650.0000,9.68206628,0.12058100,9.78411615
49700.0000,9.68206628,0.12058100,9.78411615
49750.0000,9.68206628,0.12058100,9.78411615
49800.0000,9.88474628,0.08058100,9.98611615
49850.0000,9.88372628,0.14058100,9.98611615
49900.0000,9.68206628,0.12058100,9.78411615
49950.0000,9.88372628,0.14058100,9.98611615
